source,target,weight
0,4,15
0,13,39
0,16,53
0,26,86
0,33,7
0,36,52
0,41,70
0,44,22
0,47,39
0,49,67
0,53,64
0,57,33
0,70,59
0,71,12
0,72,52
0,76,39
0,86,42
0,98,26
0,103,38
0,105,52
0,106,77
0,110,25
0,111,91
0,113,40
0,118,40
0,125,5
0,126,82
0,128,48
0,129,46
0,130,50
0,133,75
0,135,40
0,136,90
0,137,19
0,140,68
0,142,60
0,143,86
0,145,55
0,150,42
0,153,58
0,157,1
0,160,45
0,168,43
0,170,63
0,173,49
0,174,11
0,175,17
0,178,30
0,187,70
0,188,58
0,190,62
0,200,89
0,202,28
0,203,15
0,215,7
0,218,90
0,224,36
0,226,94
0,229,24
0,230,37
0,233,44
0,235,91
0,238,55
0,239,20
0,243,6
0,248,49
0,249,90
0,250,45
0,1,62
0,255,72
1,2,30
1,11,13
1,13,55
1,14,84
1,20,58
1,21,56
1,23,10
1,26,30
1,28,51
1,29,48
1,30,18
1,32,46
1,36,99
1,53,53
1,54,41
1,56,45
1,57,43
1,67,100
1,71,9
1,77,1
1,79,53
1,80,23
1,82,17
1,83,17
1,84,33
1,87,74
1,90,36
1,100,54
1,102,11
1,107,7
1,108,45
1,109,89
1,115,40
1,116,36
1,118,32
1,119,55
1,120,95
1,121,31
1,124,40
1,125,56
1,138,89
1,149,17
1,150,76
1,152,22
1,153,67
1,159,17
1,161,27
1,162,26
1,164,47
1,165,53
1,171,61
1,176,87
1,178,20
1,179,83
1,182,98
1,193,13
1,197,35
1,206,41
1,212,100
1,213,30
1,220,96
1,221,11
1,228,95
1,234,46
1,237,20
1,240,15
1,244,81
1,245,18
1,247,63
1,249,90
1,252,1
1,254,49
1,255,34
2,5,18
2,6,1
2,8,2
2,11,1
2,12,56
2,15,65
2,19,73
2,23,20
2,25,24
2,27,15
2,32,43
2,34,52
2,36,1
2,37,21
2,38,10
2,39,35
2,40,97
2,44,98
2,47,95
2,51,40
2,56,35
2,57,48
2,61,74
2,69,30
2,72,21
2,76,55
2,77,56
2,80,37
2,81,82
2,85,61
2,90,95
2,92,34
2,94,48
2,96,40
2,97,76
2,101,45
2,102,42
2,103,63
2,107,19
2,112,94
2,114,97
2,116,40
2,126,73
2,129,63
2,133,97
2,142,74
2,145,29
2,147,70
2,150,93
2,152,81
2,157,27
2,158,54
2,164,14
2,166,25
2,167,19
2,170,40
2,177,43
2,184,15
2,185,74
2,188,51
2,190,69
2,191,87
2,192,24
2,193,19
2,195,96
2,200,25
2,213,35
2,214,54
2,215,27
2,216,55
2,217,98
2,219,58
2,227,29
2,233,31
2,234,22
2,236,3
2,238,98
2,239,60
2,244,87
2,247,66
2,249,71
2,252,15
2,3,56
3,4,95
3,5,40
3,6,56
3,11,88
3,15,11
3,16,66
3,18,8
3,24,26
3,26,78
3,27,6
3,31,35
3,32,84
3,33,5
3,35,16
3,37,60
3,38,93
3,44,39
3,46,48
3,52,23
3,54,81
3,57,24
3,59,16
3,60,26
3,65,87
3,66,97
3,70,65
3,76,56
3,84,54
3,89,71
3,90,64
3,98,59
3,104,42
3,105,29
3,112,29
3,118,83
3,119,27
3,121,1
3,122,67
3,123,85
3,125,37
3,126,16
3,130,60
3,133,53
3,139,45
3,144,50
3,148,50
3,149,88
3,153,46
3,157,57
3,158,65
3,160,69
3,163,74
3,164,34
3,169,5
3,171,25
3,174,30
3,176,70
3,177,42
3,178,97
3,179,10
3,180,32
3,184,71
3,193,15
3,199,3
3,201,20
3,205,55
3,207,41
3,212,50
3,225,63
3,235,29
3,236,26
3,237,81
3,238,67
3,246,36
3,250,91
3,251,41
3,253,60
3,254,79
4,8,50
4,9,53
4,17,3
4,22,96
4,32,35
4,33,72
4,41,88
4,43,22
4,46,37
4,54,20
4,59,12
4,63,61
4,64,73
4,65,29
4,66,66
4,73,66
4,76,27
4,79,54
4,82,18
4,85,54
4,86,91
4,87,31
4,89,18
4,97,36
4,102,45
4,103,14
4,104,95
4,108,15
4,110,72
4,117,26
4,120,60
4,121,10
4,123,40
4,124,17
4,127,40
4,130,13
4,133,32
4,136,48
4,139,46
4,141,22
4,150,32
4,158,22
4,160,48
4,162,88
4,164,59
4,166,72
4,169,92
4,174,78
4,175,26
4,183,43
4,185,67
4,188,4
4,190,65
4,193,91
4,198,40
4,199,32
4,203,68
4,205,12
4,210,3
4,213,54
4,214,26
4,216,62
4,218,8
4,219,94
4,222,67
4,229,73
4,230,10
4,231,36
4,232,53
4,233,31
4,234,97
4,238,14
4,240,85
4,242,28
4,246,49
4,249,41
4,251,84
4,5,98
5,6,92
5,10,78
5,11,48
5,14,65
5,21,20
5,30,32
5,33,31
5,34,95
5,38,33
5,40,51
5,42,14
5,49,92
5,54,100
5,62,97
5,64,33
5,66,81
5,68,47
5,71,81
5,74,42
5,76,95
5,79,80
5,85,74
5,86,73
5,87,61
5,95,49
5,118,6
5,119,60
5,126,100
5,129,24
5,134,54
5,138,84
5,141,69
5,147,57
5,150,89
5,156,100
5,159,48
