source,target,weight
0,4,25
0,13,72
0,16,16
0,26,12
0,33,15
0,36,87
0,41,79
0,44,94
0,47,4
0,49,95
0,53,83
0,57,63
0,70,34
0,71,8
0,72,48
0,76,75
0,86,26
0,98,48
0,103,39
0,105,70
0,106,39
0,110,21
0,111,83
0,113,70
0,118,19
0,125,85
0,126,90
0,128,74
0,129,29
0,130,20
0,133,32
0,135,52
0,136,100
0,137,89
0,140,84
0,142,20
0,143,29
0,145,20
0,150,35
0,153,43
0,157,31
0,160,93
0,168,83
0,170,11
0,173,51
0,174,24
0,175,20
0,178,53
0,187,52
0,188,3
0,190,5
0,200,85
0,202,64
0,203,29
0,215,50
0,218,68
0,224,38
0,226,76
0,229,58
0,230,94
0,233,29
0,235,36
0,238,21
0,239,18
0,243,97
0,248,76
0,249,100
0,250,44
0,256,50
0,265,40
0,267,71
0,268,73
0,274,6
0,275,80
0,277,46
0,280,11
0,282,34
0,283,81
0,284,28
0,286,79
0,290,11
0,307,18
0,308,84
0,310,21
0,311,74
0,321,82
0,325,50
0,331,5
0,333,56
0,334,71
0,336,57
0,337,43
0,338,59
0,341,41
0,344,36
0,354,18
0,356,61
0,361,71
0,362,67
0,363,74
0,369,36
0,370,85
0,372,67
0,373,27
0,374,50
0,375,82
0,378,5
0,379,94
0,392,84
0,403,20
0,404,52
0,406,18
0,407,9
0,413,14
0,415,1
0,416,4
0,418,89
0,419,30
0,425,89
0,430,99
0,432,96
0,433,15
0,436,34
0,447,23
0,451,3
0,460,33
0,466,80
0,467,9
0,474,7
0,475,78
0,482,21
0,488,12
0,491,69
0,494,23
0,498,70
0,499,55
0,501,27
0,503,5
0,506,31
0,508,95
0,509,45
0,512,90
0,513,91
0,515,85
0,518,76
0,519,85
0,522,96
0,526,94
0,530,88
0,532,58
0,534,79
0,539,84
0,541,62
0,543,74
0,544,42
0,545,98
0,546,65
0,547,37
0,551,75
0,554,63
0,558,36
0,563,78
0,564,27
0,568,36
0,576,10
0,579,35
0,583,41
0,584,94
0,587,17
0,588,64
0,592,99
0,597,84
0,599,88
0,601,40
0,603,15
0,604,76
0,608,32
0,609,3
0,610,53
0,614,87
0,619,24
0,621,57
0,623,79
0,633,38
0,636,2
0,640,24
0,649,17
0,652,25
0,654,23
0,657,28
0,659,40
0,664,33
0,665,99
0,671,63
0,673,27
0,674,4
0,677,34
0,684,45
0,691,28
0,692,74
0,695,36
0,697,57
0,698,87
0,699,82
0,700,66
0,702,35
0,707,72
0,720,66
0,721,44
0,722,96
0,723,23
0,724,40
0,726,49
0,734,36
0,740,28
0,741,85
0,743,24
0,745,14
0,746,58
0,751,95
0,754,92
0,756,19
0,759,2
0,763,40
0,764,80
0,765,85
0,770,40
0,774,90
0,775,72
0,777,20
0,783,65
0,785,65
0,786,97
0,790,100
0,791,41
0,792,70
0,794,81
0,796,92
0,797,19
0,803,80
0,805,92
0,811,74
0,813,72
0,816,15
0,818,12
0,819,69
0,824,69
0,825,73
0,829,26
0,835,48
0,843,70
0,848,36
0,849,73
0,857,16
0,863,48
0,864,63
0,871,80
0,877,100
0,878,29
0,880,38
0,881,82
0,882,13
0,884,53
0,885,68
0,889,87
0,892,20
0,898,72
0,903,17
0,907,15
0,908,88
0,912,7
0,916,16
0,917,30
0,919,60
0,922,74
0,923,66
0,928,5
0,930,84
0,933,79
0,935,94
0,936,45
0,937,3
0,938,92
0,939,48
0,943,95
0,952,78
0,958,73
0,960,41
0,964,99
0,966,52
0,971,69
0,984,95
0,994,26
0,995,53
0,996,18
0,997,59
0,1005,59
0,1009,12
0,1010,89
0,1012,11
0,1013,54
0,1018,43
0,1019,74
0,1027,83
0,1032,49
0,1042,37
0,1043,31
0,1051,97
0,1053,63
0,1056,49
0,1064,37
0,1069,32
0,1073,56
0,1074,6
0,1075,95
0,1076,47
0,1083,68
0,1086,16
0,1089,18
0,1092,39
0,1095,94
0,1096,41
0,1097,9
0,1099,46
0,1107,71
0,1112,29
0,1113,66
0,1114,97
0,1118,24
0,1120,10
0,1127,40
0,1130,69
0,1131,70
0,1133,18
0,1134,73
0,1137,80
0,1140,92
0,1143,100
0,1146,91
0,1149,29
0,1151,31
0,1160,98
0,1168,12
0,1170,17
0,1172,88
0,1174,78
0,1176,98
0,1179,65
0,1184,44
0,1185,58
0,1193,55
0,1195,76
0,1198,76
0,1200,99
0,1203,4
0,1208,100
0,1209,71
0,1213,24
0,1215,60
0,1220,86
0,1223,32
0,1224,9
0,1226,3
0,1228,22
0,1229,67
0,1232,60
0,1239,92
0,1240,84
0,1241,71
0,1242,65
0,1243,41
0,1244,100
0,1248,39
0,1250,88
0,1252,44
