source,target,weight
0,4,35
0,13,22
0,16,83
0,26,78
0,33,13
0,36,78
0,41,57
0,44,96
0,47,26
0,49,22
0,53,97
0,57,84
0,70,100
0,71,11
0,72,7
0,76,48
0,86,19
0,98,41
0,103,38
0,105,97
0,106,100
0,110,34
0,111,32
0,113,91
0,118,71
0,125,39
0,126,71
0,128,94
0,129,44
0,130,25
0,133,99
0,135,34
0,136,35
0,137,90
0,140,93
0,142,34
0,143,99
0,145,59
0,150,36
0,153,17
0,157,26
0,160,79
0,168,2
0,170,28
0,173,76
0,174,83
0,175,15
0,178,18
0,187,48
0,188,79
0,190,77
0,200,3
0,202,70
0,203,14
0,215,52
0,218,14
0,224,82
0,226,33
0,229,95
0,230,40
0,233,65
0,235,95
0,238,56
0,239,68
0,243,30
0,248,81
0,249,85
0,250,9
0,256,32
0,265,72
0,267,69
0,268,84
0,274,64
0,275,60
0,277,75
0,280,93
0,282,24
0,283,44
0,284,65
0,286,38
0,290,19
0,307,35
0,308,91
0,310,13
0,311,62
0,321,85
0,325,41
0,331,18
0,333,26
0,334,64
0,336,9
0,337,74
0,338,39
0,341,59
0,344,31
0,354,78
0,356,98
0,361,93
0,362,99
0,363,83
0,369,50
0,370,14
0,372,62
0,373,19
0,374,90
0,375,7
0,378,21
0,379,22
0,392,73
0,403,91
0,404,28
0,406,38
0,407,82
0,413,5
0,415,26
0,416,96
0,418,99
0,419,2
0,425,37
0,430,75
0,432,8
0,433,44
0,436,12
0,447,83
0,451,18
0,460,73
0,466,68
0,467,1
0,474,67
0,475,95
0,482,53
0,488,85
0,491,92
0,494,38
0,498,29
0,499,93
0,501,33
0,503,79
0,506,69
0,508,2
0,509,75
0,512,34
0,513,36
0,515,20
0,518,31
0,519,58
0,522,68
0,526,22
0,530,80
0,532,52
0,534,94
0,539,22
0,541,63
0,543,21
0,544,69
0,545,45
0,546,73
0,547,44
0,551,40
0,554,4
0,558,37
0,563,43
0,564,73
0,568,35
0,576,85
0,579,12
0,583,19
0,584,33
0,587,21
0,588,63
0,592,69
0,597,82
0,599,82
0,601,21
0,603,85
0,604,58
0,608,13
0,609,46
0,610,52
0,614,45
0,619,17
0,621,78
0,623,99
0,633,73
0,636,46
0,640,31
0,649,7
0,652,83
0,654,71
0,657,74
0,659,10
0,664,38
0,665,30
0,671,88
0,673,77
0,674,66
0,677,98
0,684,87
0,691,92
0,692,19
0,695,90
0,697,41
0,698,66
0,699,41
0,700,67
0,702,2
0,707,5
0,720,64
0,721,47
0,722,33
0,723,36
0,724,64
0,726,43
0,734,60
0,740,87
0,741,54
0,743,50
0,745,2
0,746,86
0,751,36
0,754,55
0,756,24
0,759,62
0,763,3
0,764,71
0,765,36
0,770,68
0,774,83
0,775,78
0,777,2
0,783,17
0,785,73
0,786,41
0,790,98
0,791,82
0,792,68
0,794,34
0,796,76
0,797,37
0,803,57
0,805,88
0,811,93
0,813,96
0,816,59
0,818,46
0,819,19
0,824,54
0,825,72
0,829,52
0,835,22
0,843,38
0,848,78
0,849,87
0,857,78
0,863,83
0,864,5
0,871,31
0,877,16
0,878,64
0,880,98
0,881,15
0,882,3
0,884,55
0,885,11
0,889,84
0,892,74
0,898,21
0,903,34
0,907,76
0,908,82
0,912,23
0,916,78
0,917,68
0,919,92
0,922,97
0,923,52
0,928,35
0,930,29
0,933,56
0,935,79
0,936,82
0,937,22
0,938,18
0,939,68
0,943,16
0,952,42
0,958,93
0,960,5
0,964,53
0,966,88
0,971,93
0,984,96
0,994,57
0,995,34
0,996,9
0,997,17
0,1005,69
0,1009,79
0,1010,15
0,1012,6
0,1013,19
0,1018,21
0,1019,49
0,1,17
0,1023,73
1,5,15
1,10,82
1,20,42
1,21,83
1,29,7
1,31,96
1,34,11
1,42,31
1,47,57
1,51,11
1,52,17
1,53,42
1,54,43
1,61,17
1,64,56
1,67,91
1,70,37
1,73,65
1,74,49
1,75,33
1,77,60
1,85,77
1,90,77
1,91,37
1,92,72
1,96,94
1,98,96
1,105,44
1,108,57
1,109,62
1,111,14
1,112,96
1,115,62
1,118,21
1,121,77
1,124,25
1,127,89
1,129,78
1,138,59
1,146,19
1,148,35
1,150,39
1,152,23
1,154,67
1,157,79
1,162,8
1,163,78
1,171,71
1,173,92
1,176,11
1,178,32
1,181,81
1,186,39
1,187,79
1,191,48
1,193,97
1,198,72
1,201,18
1,202,70
1,204,10
1,206,46
1,207,60
1,210,25
1,217,69
1,218,47
1,219,10
1,220,45
1,221,64
1,222,100
1,226,19
1,228,62
1,230,70
1,234,76
1,237,37
1,239,22
1,244,53
1,248,40
1,249,89
1,252,54
1,259,35
1,268,40
1,271,39
1,272,2
1,276,58
1,278,96
1,280,84
1,287,19
1,292,30
1,300,34
1,302,14
1,304,91
1,306,42
1,309,32
1,312,34
1,314,22
1,317,4
1,323,16
1,324,90
1,325,52
1,333,19
1,356,82
1,357,31
1,364,57
1,367,77
1,372,78
1,376,53
1,379,8
1,385,48
1,388,49
1,394,62
1,397,2
1,398,17
1,404,48
1,410,66
1,415,47
1,417,67
1,420,83
1,421,89
1,422,98
1,426,49
1,427,15
1,428,79
1,429,10
1,431,2
1,434,29
1,436,91
1,446,18
1,447,14
1,448,63
1,451,69
1,456,51
1,458,62
1,462,28
1,469,41
1,484,19
1,487,95
1,488,82
1,491,58
1,504,29
1,507,1
1,511,82
1,512,44
1,513,74
1,515,31
1,518,72
1,519,99
1,521,73
1,522,84
1,525,70
1,527,58
1,528,85
1,531,61
1,532,69
1,533,83
1,541,34
1,548,27
1,551,14
1,558,9
1,560,80
1,561,64
1,563,78
1,573,55
1,574,69
1,577,38
1,579,60
1,584,59
1,586,46
1,587,60
1,593,56
1,594,55
1,598,94
1,599,39
1,606,92
1,615,22
1,624,48
1,626,1
1,630,91
1,631,94
1,632,47
1,635,3
1,645,3
1,653,31
1,662,48
1,663,37
1,668,91
1,669,50
1,671,52
1,676,95
1,679,23
1,685,88
1,687,40
1,690,78
1,691,61
1,693,54
1,695,93
1,700,99
1,701,1
1,702,2
1,705,47
1,710,29
1,716,85
1,718,82
1,719,43
1,724,9
1,729,9
1,731,31
1,739,44
1,757,73
1,762,84
1,765,39
1,768,16
1,773,68
1,775,25
1,776,99
1,785,91
1,788,76
1,789,90
1,792,49
1,795,56
1,801,10
1,805,92
1,810,83
1,815,74
1,818,3
1,821,29
1,826,37
1,829,98
1,830,52
1,831,3
1,835,96
1,839,70
1,840,70
1,842,38
1,844,10
1,845,73
1,846,55
1,851,42
1,855,79
1,856,97
1,858,8
1,865,23
1,866,97
1,868,65
1,871,50
1,872,53
1,873,27
1,875,93
1,880,24
1,886,18
1,887,65
1,888,70
1,889,36
1,892,83
1,897,87
1,900,41
1,901,44
1,907,95
1,911,87
1,916,100
1,928,16
1,929,62
1,943,36
1,947,71
1,948,82
1,949,32
1,950,27
1,952,93
1,955,18
1,956,20
1,960,37
1,962,4
1,976,52
1,979,84
1,981,23
1,982,51
1,983,40
1,991,73
1,993,56
1,1004,8
1,1007,64
1,1012,27
1,1014,59
1,1015,83
1,1016,83
1,1020,55
1,2,91
2,5,27
2,11,65
2,13,96
2,18,98
2,19,55
2,20,87
2,22,12
2,23,87
2,29,10
2,33,78
2,36,82
2,45,66
2,48,62
2,50,27
2,51,67
2,55,84
2,56,3
2,58,6
2,60,69
2,62,68
2,63,25
2,64,23
2,69,12
2,73,3
2,75,49
2,77,73
2,81,44
2,87,15
2,88,91
2,92,12
2,93,70
2,94,81
2,110,88
2,115,59
2,116,77
2,117,83
2,122,41
2,123,1
2,126,32
2,127,35
2,131,87
2,133,5
2,140,71
2,141,28
2,145,43
2,147,86
2,155,81
2,165,7
2,166,25
2,172,100
2,176,42
2,181,89
2,188,4
2,190,66
2,196,64
2,199,49
2,201,72
2,211,56
2,212,6
2,221,90
2,226,78
2,233,5
2,235,90
2,239,42
2,242,68
2,248,78
2,249,40
2,252,75
2,253,1
2,254,78
2,258,26
2,259,69
2,263,78
2,265,40
2,268,88
2,270,22
2,277,30
2,278,39
2,279,93
2,281,45
2,282,77
2,284,79
2,286,38
2,287,6
2,290,92
2,294,82
2,296,81
2,299,13
2,301,48
2,305,33
2,314,81
2,315,95
2,323,66
2,326,56
2,327,83
2,334,34
2,336,24
2,339,9
2,340,54
2,341,73
2,347,17
2,348,69
2,350,44
2,351,54
2,352,51
2,358,70
2,362,98
2,365,45
2,370,28
2,371,70
2,372,75
2,376,48
2,382,38
2,383,57
2,387,76
2,388,84
2,390,52
2,391,35
2,392,51
2,396,53
2,402,28
2,408,19
2,410,94
2,415,1
2,416,17
2,418,78
2,419,11
2,421,24
2,426,2
2,428,23
2,431,48
2,432,94
2,433,2
2,438,12
2,442,30
2,451,9
2,452,82
2,455,7
2,457,4
2,461,42
2,462,26
2,463,43
2,469,92
2,471,77
2,475,10
2,476,10
2,477,57
2,480,81
2,482,68
2,494,65
2,497,60
2,505,32
2,507,55
2,513,63
2,514,15
2,515,44
2,517,40
2,521,6
2,524,63
2,525,43
2,529,19
2,530,33
2,536,69
2,538,53
2,550,31
2,555,52
2,557,85
2,558,61
2,565,78
2,566,91
2,567,88
2,570,8
2,577,76
2,578,80
2,581,35
2,584,42
2,587,72
2,591,69
2,592,37
2,594,29
2,598,63
2,599,33
2,603,49
2,614,42
2,621,21
2,622,11
2,623,23
2,627,7
2,632,52
2,633,96
2,636,18
2,641,54
2,646,39
2,648,80
2,655,24
2,656,62
2,657,7
2,661,63
2,669,74
2,670,24
2,677,50
2,683,92
2,698,53
2,699,41
2,702,87
2,703,24
2,707,78
2,710,44
2,711,89
2,713,68
2,715,72
2,721,46
2,724,59
2,727,99
2,728,42
2,730,99
2,733,84
2,737,76
2,740,92
2,744,78
2,747,74
2,750,48
2,751,43
2,752,17
2,753,23
2,757,51
2,758,85
2,762,84
2,763,34
2,765,76
2,769,9
2,775,12
2,779,73
2,781,36
2,783,78
2,792,1
2,794,52
2,798,21
2,801,90
2,802,17
2,806,75
2,807,95
2,810,51
2,814,48
2,819,29
2,821,76
2,822,77
2,823,33
2,824,81
2,826,21
2,833,21
2,838,3
2,841,48
2,846,88
2,848,30
2,853,87
2,857,29
2,858,9
2,864,22
2,865,20
2,869,80
2,871,14
2,884,84
2,896,66
2,898,43
2,902,10
2,908,15
2,909,63
2,912,92
2,915,79
2,916,15
2,917,89
2,918,100
2,924,67
2,926,91
2,927,29
2,929,84
2,939,3
2,942,64
2,952,79
2,954,32
2,957,66
2,958,36
2,961,16
2,966,32
2,979,27
2,982,30
2,984,90
2,985,97
2,988,4
2,992,91
2,994,98
2,1000,52
2,1008,31
2,1010,56
2,1014,83
2,1018,79
2,1019,34
2,1020,73
2,1022,64
2,3,55
3,5,7
3,10,57
3,14,1
3,16,9
3,19,76
3,25,32
3,28,95
3,31,80
3,35,32
3,37,16
3,41,21
3,42,43
3,46,81
3,47,20
3,49,96
3,61,86
3,62,61
3,64,78
3,71,35
3,76,57
3,80,2
3,83,29
3,85,36
3,86,70
3,87,80
3,96,65
3,97,9
3,100,8
3,101,99
3,105,23
3,106,74
3,115,15
3,120,3
3,123,89
3,125,64
3,126,55
3,128,53
3,144,10
3,151,77
3,156,93
3,157,94
3,162,32
3,170,80
3,172,53
3,175,5
3,180,40
3,184,3
3,186,41
3,188,75
3,190,91
3,193,23
3,196,69
3,198,71
3,199,92
3,201,7
3,203,16
3,205,46
3,209,72
3,213,49
3,214,32
3,217,56
3,218,94
3,220,22
3,223,57
3,225,63
3,233,75
3,242,51
3,244,2
3,249,7
3,261,90
3,262,58
3,264,93
3,267,97
3,276,86
3,280,5
3,287,88
3,290,30
3,295,93
3,296,10
3,301,81
3,304,84
3,309,85
3,324,69
3,325,100
3,327,82
3,333,87
3,337,75
3,343,67
3,346,68
3,353,87
3,358,71
3,361,48
3,362,19
3,363,59
3,369,10
3,379,57
3,381,26
3,385,51
3,392,7
3,393,28
3,397,22
3,401,86
3,402,90
3,403,7
3,408,11
3,412,38
3,425,58
3,427,20
3,428,80
3,429,95
3,430,23
3,434,83
3,437,74
3,455,78
3,457,52
3,460,44
3,461,55
3,462,63
3,463,42
3,469,85
3,472,42
3,473,82
3,481,41
3,484,70
3,486,34
3,490,50
3,492,49
3,494,43
3,497,63
3,498,52
3,501,47
3,503,77
3,505,93
3,507,5
3,509,19
3,514,100
3,516,100
3,519,33
3,521,59
3,526,15
3,529,75
3,532,97
3,537,25
3,543,57
3,544,58
3,546,21
3,548,52
3,549,65
3,551,56
3,552,8
3,562,59
3,564,37
3,568,98
3,572,53
3,576,59
3,578,57
3,579,66
3,582,60
3,586,72
3,591,51
3,593,27
3,594,49
3,596,14
3,598,66
3,606,83
3,615,21
3,621,47
3,626,43
3,628,63
3,629,40
3,630,32
3,632,86
3,634,67
3,635,68
3,637,69
3,644,20
3,648,53
3,650,9
3,652,43
3,655,19
3,670,42
3,671,34
3,672,28
3,673,54
3,674,58
3,675,10
3,682,70
3,688,24
3,697,56
3,706,22
3,722,53
3,728,38
3,732,95
3,742,67
3,744,61
3,746,40
3,751,48
3,752,71
3,756,77
3,758,52
3,759,96
3,760,81
3,763,54
3,765,66
3,766,5
3,773,33
3,778,85
3,780,79
3,781,85
3,782,54
3,783,55
3,785,5
3,787,74
3,795,43
3,801,55
3,802,18
3,803,8
3,807,48
3,808,17
3,812,25
3,818,90
3,820,66
3,823,56
3,826,8
3,832,16
3,838,13
3,839,64
3,843,4
3,847,26
3,851,12
3,852,38
3,855,39
3,856,60
3,859,56
3,867,63
3,868,81
3,872,3
3,881,83
3,882,39
3,883,34
3,884,96
3,885,67
3,887,37
3,888,67
3,890,50
3,892,56
3,894,68
3,898,98
3,899,19
3,904,18
3,905,30
3,906,22
3,913,86
3,926,64
3,928,86
3,930,8
3,932,26
3,933,21
3,934,58
3,940,86
3,942,52
3,944,100
3,949,50
3,950,56
3,953,83
3,954,15
3,969,24
3,975,45
3,979,96
3,986,41
3,989,17
3,990,92
3,992,53
3,993,88
3,994,49
3,995,64
3,996,68
3,1000,77
3,1001,68
3,1003,4
3,1004,37
3,1005,38
3,1006,12
3,1013,42
3,1014,92
3,1017,31
3,4,35
4,5,14
4,14,3
4,15,52
4,18,86
4,27,63
4,29,5
4,32,96
4,36,79
4,39,15
4,40,11
4,41,98
4,44,47
4,45,92
4,48,32
4,52,80
4,57,5
4,65,96
4,66,69
4,68,89
4,70,99
4,71,34
4,73,66
4,74,38
4,76,15
4,79,3
4,81,99
4,83,27
4,84,42
4,86,94
4,90,16
4,92,8
4,93,11
4,94,59
4,96,68
4,98,80
4,107,40
4,114,23
4,118,42
4,119,10
4,121,26
4,125,37
4,128,12
4,129,16
4,138,99
4,140,82
4,146,10
4,151,97
4,154,19
4,155,92
4,156,96
4,157,43
4,158,53
4,161,34
4,162,59
4,165,30
4,166,32
4,170,36
4,173,3
4,176,43
4,185,69
4,195,5
4,197,54
4,203,15
4,210,17
4,211,92
4,213,90
4,214,88
4,217,1
4,228,75
4,230,31
4,237,4
4,241,66
4,242,10
4,243,34
4,246,85
4,249,54
4,250,93
4,254,17
4,256,8
4,257,65
4,266,61
4,268,5
4,270,15
4,272,64
4,276,79
4,291,48
4,293,27
4,301,5
4,303,34
4,306,2
4,308,16
4,309,43
4,314,60
4,317,86
4,318,59
4,326,26
4,329,58
4,333,99
4,334,60
4,336,85
4,337,75
4,344,5
4,351,11
4,352,97
4,356,18
4,360,72
4,361,8
4,367,93
4,375,35
4,380,27
4,383,39
4,384,4
4,385,95
4,387,23
4,388,61
4,389,71
4,392,55
4,393,65
4,394,75
4,397,80
4,400,49
4,401,84
4,402,94
4,403,63
4,406,49
4,414,73
4,415,1
4,416,19
4,417,23
4,418,78
4,419,73
4,422,51
4,428,99
4,436,40
4,437,84
4,443,98
4,446,7
4,447,90
4,452,76
4,455,23
4,460,23
4,464,21
4,467,44
4,468,5
4,469,34
4,470,22
4,481,11
4,487,92
4,490,48
4,492,31
4,493,9
4,495,13
4,496,76
4,505,14
4,506,74
4,512,96
4,513,82
4,516,63
4,519,36
4,521,92
4,523,19
4,524,47
4,525,31
4,529,50
4,533,36
4,537,19
4,539,86
4,540,80
4,541,97
4,544,66
4,545,31
4,546,30
4,549,88
4,558,80
4,560,36
4,561,2
4,562,98
4,563,42
4,564,20
4,568,16
4,570,77
4,572,16
4,573,36
4,575,89
4,576,77
4,582,67
4,583,24
4,584,92
4,586,25
4,590,20
4,591,29
4,592,73
4,595,21
4,600,43
4,601,16
4,602,61
4,606,92
4,610,73
4,612,47
4,614,8
4,617,6
4,618,32
4,621,88
4,625,86
4,648,22
4,654,13
4,658,14
4,660,90
4,661,76
4,665,10
4,669,69
4,670,69
4,677,56
4,679,37
4,684,1
4,689,19
4,691,27
4,693,76
4,698,65
